"","Country.","Sex","Field","Level.of.education","Year.","Value"
"439","Denmark","Women","Health and Welfare","Total tertiary",2005,83.8
"440","Denmark","Men","Health and Welfare","Total tertiary",2005,16.2
"441","Denmark","Women","Services","2-year college",2005,31.3
"442","Denmark","Men","Services","2-year college",2005,68.8
"443","Denmark","Women","Services","Bachelor's",2005,15.9
"444","Denmark","Men","Services","Bachelor's",2005,84.1
"445","Denmark","Women","Services","Master's",2005,21.8
"446","Denmark","Men","Services","Master's",2005,78.2
"447","Denmark","Women","Services","Total tertiary",2005,18.9
"448","Denmark","Men","Services","Total tertiary",2005,81.1
"449","Finland","Women","Education","Bachelor's",2005,87.2
"450","Finland","Men","Education","Bachelor's",2005,12.8
"451","Finland","Women","Education","Master's",2005,82.5
"452","Finland","Men","Education","Master's",2005,17.5
"453","Finland","Women","Education","Doctoral",2005,70.3
"454","Finland","Men","Education","Doctoral",2005,29.7
"455","Finland","Women","Education","Total tertiary",2005,84
"456","Finland","Men","Education","Total tertiary",2005,16
"457","Finland","Women","Humanities and arts","Bachelor's",2005,75.8
"458","Finland","Men","Humanities and arts","Bachelor's",2005,24.2
"459","Finland","Women","Humanities and arts","Master's",2005,73.9
"460","Finland","Men","Humanities and arts","Master's",2005,26.1
"461","Finland","Women","Humanities and arts","Doctoral",2005,55.9
"462","Finland","Men","Humanities and arts","Doctoral",2005,44.1
"463","Finland","Women","Humanities and arts","Total tertiary",2005,73.8
"464","Finland","Men","Humanities and arts","Total tertiary",2005,26.2
"465","Finland","Women","Social sciences, business and law","Bachelor's",2005,74.7
"466","Finland","Men","Social sciences, business and law","Bachelor's",2005,25.3
"467","Finland","Women","Social sciences, business and law","Master's",2005,65.2
"468","Finland","Men","Social sciences, business and law","Master's",2005,34.8
"469","Finland","Women","Social sciences, business and law","Doctoral",2005,54.2
"470","Finland","Men","Social sciences, business and law","Doctoral",2005,45.8
"471","Finland","Women","Social sciences, business and law","Total tertiary",2005,70.2
"472","Finland","Men","Social sciences, business and law","Total tertiary",2005,29.8
"473","Finland","Women","Science, mathematics and computing","Bachelor's",2005,45.9
"474","Finland","Men","Science, mathematics and computing","Bachelor's",2005,54.1
"475","Finland","Women","Science, mathematics and computing","Master's",2005,51.3
"476","Finland","Men","Science, mathematics and computing","Master's",2005,48.7
"477","Finland","Women","Science, mathematics and computing","Doctoral",2005,44.2
"478","Finland","Men","Science, mathematics and computing","Doctoral",2005,55.8
"479","Finland","Women","Science, mathematics and computing","Total tertiary",2005,48.4
"480","Finland","Men","Science, mathematics and computing","Total tertiary",2005,51.6
"481","Finland","Women","Engineering, manufacturing and construction","Bachelor's",2005,20
"482","Finland","Men","Engineering, manufacturing and construction","Bachelor's",2005,80
"483","Finland","Women","Engineering, manufacturing and construction","Master's",2005,26
"484","Finland","Men","Engineering, manufacturing and construction","Master's",2005,74
"485","Finland","Women","Engineering, manufacturing and construction","Doctoral",2005,27.1
"486","Finland","Men","Engineering, manufacturing and construction","Doctoral",2005,72.9
"487","Finland","Women","Engineering, manufacturing and construction","Total tertiary",2005,22.2
"488","Finland","Men","Engineering, manufacturing and construction","Total tertiary",2005,77.8
"489","Finland","Women","Agriculture and veterinary","Bachelor's",2005,44.8
"490","Finland","Men","Agriculture and veterinary","Bachelor's",2005,55.2
"491","Finland","Women","Agriculture and veterinary","Master's",2005,60.9
"492","Finland","Men","Agriculture and veterinary","Master's",2005,39.1
"493","Finland","Women","Agriculture and veterinary","Doctoral",2005,39.5
"494","Finland","Men","Agriculture and veterinary","Doctoral",2005,60.5
"495","Finland","Women","Agriculture and veterinary","Total tertiary",2005,48.2
"496","Finland","Men","Agriculture and veterinary","Total tertiary",2005,51.8
"497","Finland","Women","Health and Welfare","Bachelor's",2005,91.4
"498","Finland","Men","Health and Welfare","Bachelor's",2005,8.6
"499","Finland","Women","Health and Welfare","Master's",2005,71.4
"500","Finland","Men","Health and Welfare","Master's",2005,28.6
"501","Finland","Women","Health and Welfare","Doctoral",2005,64.4
"502","Finland","Men","Health and Welfare","Doctoral",2005,35.6
"503","Finland","Women","Health and Welfare","Total tertiary",2005,85.4
"504","Finland","Men","Health and Welfare","Total tertiary",2005,14.6
"505","Finland","Women","Services","2-year college",2005,13.3
"506","Finland","Men","Services","2-year college",2005,86.7
"507","Finland","Women","Services","Bachelor's",2005,74.5
"508","Finland","Men","Services","Bachelor's",2005,25.5
"509","Finland","Women","Services","Master's",2005,61.7
"510","Finland","Men","Services","Master's",2005,38.3
"511","Finland","Women","Services","Doctoral",2005,42.1
"512","Finland","Men","Services","Doctoral",2005,57.9
"513","Finland","Women","Services","Total tertiary",2005,71.7
"514","Finland","Men","Services","Total tertiary",2005,28.3
"515","France","Women","Education","2-year college",2005,77.3
"516","France","Men","Education","2-year college",2005,22.7
"517","France","Women","Education","Bachelor's",2005,73.9
"518","France","Men","Education","Bachelor's",2005,26.1
"519","France","Women","Education","Master's",2005,67.6
"520","France","Men","Education","Master's",2005,32.4
"521","France","Women","Education","Doctoral",2005,58.8
"522","France","Men","Education","Doctoral",2005,41.2
"523","France","Women","Education","Total tertiary",2005,73.3
"524","France","Men","Education","Total tertiary",2005,26.7
"525","France","Women","Humanities and arts","2-year college",2005,61.6
"526","France","Men","Humanities and arts","2-year college",2005,38.4
"527","France","Women","Humanities and arts","Bachelor's",2005,74
"528","France","Men","Humanities and arts","Bachelor's",2005,26
"529","France","Women","Humanities and arts","Master's",2005,67.9
"530","France","Men","Humanities and arts","Master's",2005,32.1
"531","France","Women","Humanities and arts","Doctoral",2005,53.8
"532","France","Men","Humanities and arts","Doctoral",2005,46.2
"533","France","Women","Humanities and arts","Total tertiary",2005,71
"534","France","Men","Humanities and arts","Total tertiary",2005,29
"535","France","Women","Social sciences, business and law","2-year college",2005,67.4
"536","France","Men","Social sciences, business and law","2-year college",2005,32.6
"537","France","Women","Social sciences, business and law","Bachelor's",2005,65.4
"538","France","Men","Social sciences, business and law","Bachelor's",2005,34.6
"539","France","Women","Social sciences, business and law","Master's",2005,56.5
"540","France","Men","Social sciences, business and law","Master's",2005,43.5
"541","France","Women","Social sciences, business and law","Doctoral",2005,48.2
"542","France","Men","Social sciences, business and law","Doctoral",2005,51.8
"543","France","Women","Social sciences, business and law","Total tertiary",2005,63.1
"544","France","Men","Social sciences, business and law","Total tertiary",2005,36.9
"545","France","Women","Science, mathematics and computing","2-year college",2005,17.7
"546","France","Men","Science, mathematics and computing","2-year college",2005,82.3
"547","France","Women","Science, mathematics and computing","Bachelor's",2005,42.1
"548","France","Men","Science, mathematics and computing","Bachelor's",2005,57.9
"549","France","Women","Science, mathematics and computing","Master's",2005,35.2
"550","France","Men","Science, mathematics and computing","Master's",2005,64.8
"551","France","Women","Science, mathematics and computing","Doctoral",2005,37
"552","France","Men","Science, mathematics and computing","Doctoral",2005,63
"553","France","Women","Science, mathematics and computing","Total tertiary",2005,35.4
"554","France","Men","Science, mathematics and computing","Total tertiary",2005,64.6
"555","France","Women","Engineering, manufacturing and construction","2-year college",2005,17
"556","France","Men","Engineering, manufacturing and construction","2-year college",2005,83
"557","France","Women","Engineering, manufacturing and construction","Bachelor's",2005,25.3
"558","France","Men","Engineering, manufacturing and construction","Bachelor's",2005,74.7
"559","France","Women","Engineering, manufacturing and construction","Master's",2005,25.8
"560","France","Men","Engineering, manufacturing and construction","Master's",2005,74.2
"561","France","Women","Engineering, manufacturing and construction","Doctoral",2005,26.6
"562","France","Men","Engineering, manufacturing and construction","Doctoral",2005,73.4
"563","France","Women","Engineering, manufacturing and construction","Total tertiary",2005,21.8
"564","France","Men","Engineering, manufacturing and construction","Total tertiary",2005,78.2
"565","France","Women","Agriculture and veterinary","2-year college",2005,28.3
"566","France","Men","Agriculture and veterinary","2-year college",2005,71.7
"567","France","Women","Agriculture and veterinary","Bachelor's",2005,43.6
"568","France","Men","Agriculture and veterinary","Bachelor's",2005,56.4
"569","France","Women","Agriculture and veterinary","Master's",2005,55
"570","France","Men","Agriculture and veterinary","Master's",2005,45
"571","France","Women","Agriculture and veterinary","Total tertiary",2005,37.6
"572","France","Men","Agriculture and veterinary","Total tertiary",2005,62.4
"573","France","Women","Health and Welfare","2-year college",2005,84.8
"574","France","Men","Health and Welfare","2-year college",2005,15.2
"575","France","Women","Health and Welfare","Bachelor's",2005,71.5
"576","France","Men","Health and Welfare","Bachelor's",2005,28.5
"577","France","Women","Health and Welfare","Master's",2005,54.4
"578","France","Men","Health and Welfare","Master's",2005,45.6
"579","France","Women","Health and Welfare","Doctoral",2005,46.1
"580","France","Men","Health and Welfare","Doctoral",2005,53.9
"581","France","Women","Health and Welfare","Total tertiary",2005,71.7
"582","France","Men","Health and Welfare","Total tertiary",2005,28.3
"583","France","Women","Services","2-year college",2005,53.2
"584","France","Men","Services","2-year college",2005,46.8
"585","France","Women","Services","Bachelor's",2005,43.5
"586","France","Men","Services","Bachelor's",2005,56.5
"587","France","Women","Services","Master's",2005,46
"588","France","Men","Services","Master's",2005,54
"589","France","Women","Services","Doctoral",2005,37.1
"590","France","Men","Services","Doctoral",2005,62.9
"591","France","Women","Services","Total tertiary",2005,48.1
"592","France","Men","Services","Total tertiary",2005,51.9
"593","Germany","Women","Education","Bachelor's",2005,85.3
"594","Germany","Men","Education","Bachelor's",2005,14.7
"595","Germany","Women","Education","Master's",2005,73.4
"596","Germany","Men","Education","Master's",2005,26.6
"597","Germany","Women","Education","Doctoral",2005,52.9
"598","Germany","Men","Education","Doctoral",2005,47.1
"599","Germany","Women","Education","Total tertiary",2005,78.3
"600","Germany","Men","Education","Total tertiary",2005,21.7
"601","Germany","Women","Humanities and arts","2-year college",2005,75
"602","Germany","Men","Humanities and arts","2-year college",2005,25
"603","Germany","Women","Humanities and arts","Bachelor's",2005,67.2
"604","Germany","Men","Humanities and arts","Bachelor's",2005,32.8
"605","Germany","Women","Humanities and arts","Master's",2005,72.1
"606","Germany","Men","Humanities and arts","Master's",2005,27.9
"607","Germany","Women","Humanities and arts","Doctoral",2005,49.6
"608","Germany","Men","Humanities and arts","Doctoral",2005,50.4
"609","Germany","Women","Humanities and arts","Total tertiary",2005,70
"610","Germany","Men","Humanities and arts","Total tertiary",2005,30
"611","Germany","Women","Social sciences, business and law","Bachelor's",2005,51.9
"612","Germany","Men","Social sciences, business and law","Bachelor's",2005,48.1
"613","Germany","Women","Social sciences, business and law","Master's",2005,50.8
"614","Germany","Men","Social sciences, business and law","Master's",2005,49.2
"615","Germany","Women","Social sciences, business and law","Doctoral",2005,35.9
